	Linda	Hildegard	Kai	Hannes	Daniel
time	2018-07-18 13:29:52.579624	2018-07-18 13:30:53.373632	2018-07-18 13:31:17.531997	2018-07-18 13:31:41.988949	2018-07-18 13:32:07.074360
site	tchibo.de	tchibo.de	tchibo.de	tchibo.de	tchibo.de
/v-pullover-p400116370.html	17,99	17,99	17,99	17,99	17,99
/outdoor-jeans-p400100646.html	29,00	29,00	29,00	29,00	29,00
/versilberte-sekt-und-champagnerschale-p400112370.html	69,00	69,00	69,00	69,00	69,00
/funktions-outdoormantel-p400108556.html	00,00	00,00	00,00	00,00	00,00
/ledertasche-p400078186.html	69,95	69,95	69,95	69,95	69,95
